#,Bioeconomy Ventures URL,Name,Website URL,"Logo (Please save them as png file with ""#dataset_L"")",Facebook,Twitter,Linkedin,About my Start-up,"Why your idea is a “winner""?:",What is your current or intended business/revenue model?:,Do you have any Patent or IP registered (related to the solution that you are looking for an investment)?:,Has your technology already been implemented in any field/sector?:,Which market and customer need(s)/problem(s) is (are) your products(s)/service(s) going to solve?:,Company,Date of establishment/to be established,MRL,Requested Investment range (€),Languages,"Attachments (Please save them as pdf file with ""#dataset_P"")",TRL,Location:,Category,TM1 - First name,TM1 - Last name,TM1 - Position,TM1 - Linkedin,TM2 - First name,TM2 - Last name,TM2 - Position,TM2 - Linkedin,TM3 - First name,TM3 - Last name,TM3 - Position,TM3 - Linkedin,Youtube video URL
91,https://platform.bioeconomyventures.eu/resume/eko-dtqikpjtoh-17-prekmurska-ulica-beltinci-9231-slovenia/,EKO PODEŽELJE,,91_L,https://www.facebook.com/EKOpodezelje,,,"EKO podeželje is a cooperative for the development of organic agriculture and the countryside. Our vision is to bring organic produce and products closer to every customer in a simple, easy and affordable way. Educate and raise awareness of the target audience about the benefits of organic and local food.
It is also our aim to promote local production and thereby increase self-sufficiency in food in the home environment and more broadly in the whole of Slovenia. There are currently 18 organic growers and processors involved in the cooperative. The members of the EKO rural group are farmers, namely organic growers and processors of organic agricultural produce or food, who successfully market their produce.","Studies show that organically grown food has higher amounts of Vitamin C, magnesium, phosphorous, and iron – all nutrients vital for healthy functioning of our bodies. Organic fruits and vegetables are high in nutrients and antioxidants, which provide energy and keep you looking young.","We are mainly involved in different local and regional projects, who are helping farmers to increase their productivity and promote the uptake of organic farming.",No,We have developed the portal for promotion and whole set of support activities which help famers at promotion and uptake of new technologies.,Our aim is to promote local production and thereby increase self-sufficiency in food in the home environment and more broadly in the whole of Slovenia.,EKO PODEŽELJE,6-Dec-11,1 - Basic manufacturing implications identified,101.000 to 250.000,,,TRL 8 – system complete and qualified,"17, Prekmurska ulica, Beltinci, 9231, Slovenia","Agriculture, Food, Feed, Flavours",,,,,,,,,,,,,
92,https://platform.bioeconomyventures.eu/resume/esencia-1ceoj8kg3b-berlin-deutschland/,ESENCIA FOODS,,92_L,,,,Upcycling agrifood side streams using mycelium biomass fermentation to build future seafood alternatives.,"Esencia Foods is the first company in Europe building alternatives to fish and seafood with the unique properties of mycelium. To do this, we bring the underdeveloped technology of Solid State Fermentation,&nbsp;which is more cost-effective and the only technology to build high value alternative products, to the market and generate relevant IP.",Producing and selling seafood alternatives under our own brand.,"Patentability confirmed, filing in progress",Our technologcal approach can be split into (1) mycelium solid state fermentation and (2) processing of food / alternative proteins. Our innovation mainly lies in the application of solid state fermentation to growing mycelium biomass with directed fibres for the production of certain alternative proteins.,"*1 - Environmental problem: In Europe's home waters, the Mediterranean, 62% of fish stock is overfished. At the same time, demand for seafood is expected to increase by 30%. On the path to a sustainable (sea-)food system, plant-based alternatives have been a good start. However, they have reached their technical limits: plant-based alternative fish compromises on flavor, nutrition, and also: sustainability.
*2 - Technological problem: It is technologically difficult to produce alternative fish at sushi-grade quality with soy or pea proteins: Soy, pea, or wheat-based alternative protein needs to be extracted, purified and then structured to have texture; also it is sweat-grassy-beany in taste, resulting in a strong off-taste that cannot be fully masked.
*3 - Consumer problem: ‘Classical decision factors’ like taste and price remain key, as a study by Deloitte, FMA and GMA outlines. The few existing seafood alternatives have shortcomings in these two areas. More than one third of consumers complain about the complete lack of texture, another third about poor taste, plus current alternatives are too expensive for more than half of customers. This impedes many flexitarians from buying alternative seafood, according to a recent study by GFI with more than 2,500 participants.",ESENCIA FOODS,20-Jul-22,1 - Basic manufacturing implications identified,251.000 to 500.000,"English, German, Español",,TRL 4 – technology validated in lab,"Berlin, Deutschland",Waste valorisation,,,,,,,,,,,,,
93,https://platform.bioeconomyventures.eu/resume/spawnx-euarhivth-graz-styria-austria/,SPAWNX,,93_L,,,,"We make and sell automated mushroom city-farms. It is a kit turnkey decision of a full-cycle automated mushroom farm including harware (substrate machine, ventillation units for mushroom growing rooms) and it’s installation and software (uatomation for farm’s machinery and ERP for planning the production cycles).
It is scalable from a mushroom home incubator to an autonomous growing rack for restaurants to small and industrial scale mushroom farms. We also have upgrade kits for old farms to automate them and plug them to our software.
After farm sales we supply it with high-quality mycelium and substrate for reccurring monthly revenue.","We are the first company in the world to intriduce the decision for all the sides of mushroom growing business, making it profitable and sustainable.","1. One-time sales of mushroom farm hardware. (av. check 200 000$)
2. Monthly supply of mycelium and substrate to the farms (0.7$ from each kg of mushrooms produces on the farm)
3. Monthly subscription for our software","No, we are now working on registering IP.","We have our own farm under our technology running. 10 tons of oyster, eringi and shiitake per month. Revenue: 30 000$ per month; Profit: 10 000 - 13 000$ per month.
Build by founders money. Started farm sales - pilot with Metro Cash&amp;Carry.
Invited to Science Park Graz Incubation program, starting construction of the first farm in Europe.","Our target market is global mushroom growing market estimated of 38 bln $.
Target customers - retailers, restaurants, existing mushroom farmers, new entrepreneurs. We solve a number of problems.
The main one - Zero hunger and Sustainable production SGD goals.
Problem by cistomer:
Retailers - decresing write-off rates by 90%, encreasing the shelf-life period of fresh mushrooms availible for sale
Existing mushroom farmers - solving all technology problems, providing farms automation and ERP software. Result: we make existing mushroom farmers profitable increasing theirs margin from 10% to 30-35% form monthly turnover.
New entrepreneurs - we provide a cheap, sustainable and profitable business, that does not require any special knowledge to run it.
Restaurants - we provide a mushroom source direct in the restaurant kitchen.",SPAWNX,1-Jan-19,10 - Full rate production demonstrated and lean production practices in place,501.000 to 1.000.000,"English, German",93_P,TRL 5 – technology validated in relevant environment (industrially relevant environment in the case of key enabling technologies),"Graz, Styria, Austria","Agriculture, Agtech",,,,,,,,,,,,,https://www.youtube.com/embed/X-1PsW6OoUQ?feature=oembed
94,https://platform.bioeconomyventures.eu/resume/entrii-df6t5d7enx-community-of-madrid-spain/,ENTRII,,94_L,,,https://www.linkedin.com/company/entriie,Entrii is a platform that through Big data and Machine Learning provides export managers from F&amp;B companies from all over the world the key insights and information in order to increase sales in international markets like China and South Korea,because companies invest millions of dollars every year trying to win new markets but they do it without data. We provide all the key data that teams can only get if they are 100% based in other countries and we know that is hard.,Subscription model. Annual subscription,no,"yes, we work with industries like wine, meat and edible oils","- improve the way F&amp;B companies access to local partners in new markets
- provide visibility on how their products are being sold in real time in these markets
- provide all the trends daily so teams can quickly adapt their strategies",ENTRII,,10 - Full rate production demonstrated and lean production practices in place,251.000 to 500.000,,,TRL 9 – actual system proven in operational environment (competitive manufacturing in the case of key enabling technologies; or in space),"Community of Madrid, Spain",Foodtech,,,,,,,,,,,,,
95,https://platform.bioeconomyventures.eu/resume/exporium-irjzpdcen-pomigliano-darco-napoles-campania-80038-italy/,EXPORIUM,,95_L,https://www.facebook.com/exporium,https://twitter.com/exporiumfood,https://www.linkedin.com/company/exporium,"Exporium is a B2B Food marketplace that allows food producers and buyers in different countries to meet, negotiate and trade. We help producers in their journey to discover new buyers abroad (Horeca and delicatessen) that can appreciate and buy their products directly, without intermediaries and in their own language. We help overcome 3 main issues in the import/export of food: lack of contacts, lack of trust and required language skills, while also helping reducing food waste. We proudly support 5 of the 17 UN’s SDGs. We help reduce food waste by helping producers sell more (and not throw away what they produce) and also help them increase their revenues, hence given them the chance to grow and have a positive impact on their local ecosystem.","Because we focus on 2 important problems: food waste and costs reductions. Our customers love us and are spreading the word. Our customers need a new solution for this old way of trading. Additionally, our technology can only be improved and our team can only grow from here. The best answer we got from a customer was: ""Finally also in this industry a new solution has arrived"".","3 revenue streams: Subscription, transaction fees, ads.",Trademark on our name only.,"There are other B2B marketplaces but none specifically applied to food across borders. Additionally, our USP is the possibility for producers and buyers to negotiate directly in their own language, something nobody is offering right now.","Import/export of high quality food and food waste due to missing selling opportunities. Through our platform, our producers can sell (more) abroad and reduce food waste, while increasing their revenues. From a food buyer perspective, we help them discover new products from reliable producers and reduce intermediation costs, as in many cases they rely on intermediaries with fat margins to get the products they serve or sell to their customers.",EXPORIUM,17/03/2021,10 - Full rate production demonstrated and lean production practices in place,101.000 to 250.000,"Italiano, English, Français, Español",95_P,TRL 8 – system complete and qualified,"Pomigliano d'Arco, Nápoles, Campania, 80038, Italy",Foodtech,Andrea,Cirillo,CEO/Co-founder,https://es.linkedin.com/in/andrea-cirillo-a2173233,Oliver,Tran,CTO/Co-founder,https://it.linkedin.com/in/oliver-tran,Alessandro,Accurso,COO/Co-founder,https://it.linkedin.com/in/alessandro-accurso-2b8b87150,
96,https://platform.bioeconomyventures.eu/resume/ca-3vqbcplef-ravenna-emilia-romagna-italia/,CÀ COLONNA,,96_L,https://it-it.facebook.com/pages/category/Local-Business/Ca-Colonna-1775875545864478/,,https://it-it.facebook.com/pages/category/Local-Business/Ca-Colonna-1775875545864478/,"Ca’ Colonna is an agricultural firm, headquartered in Ravenna (Italy), which carries out an integrated and sustainable agri-food value chain (producing fresh vegetables and legumes), with recovery of biodiversity, and with the reuse of waste and second-quality agricultural products to create historical and diverse Italian recipes
Ca’ Colonna relyes on valuable assets with a strong potential such as an integrated value chain, an efficient production, a strategic allocation in a district of services for fresh products and near viability roads, a large commercial network and interesting R&amp;D activities
Nowadays consumers pay greater attention to health and sustainability and demand for organic products is growing so much that at the present moment supply is not enough
Ca’ Colonna, given the high demand of organic products, developed a business plan to increase supply creating an innovative and scalable business model that provides an interesting growth of revenues (from 300 k€ to about 10 mio € in 2027) and margins (22%)
The business model proposed by Ca’ Colonna is unique because the farm manages the whole value chain (from production to retails) and supply high quality organic products with large shelf-life, respecting principles of social agriculture and carbon farming",combination of innovation technology and innovative techniques: innovation and organization,"integrated value-chain
breeding: new cultivars
increase of carbon in soils","Ca’ Colonna has already developed two patents (Reg. CE 2100/1994):
TERRY RED PEAR (pyrus communis L.)
SWEET GINGER to be used as ingredient for salads
ALIMURGIC HERBS sustainable breeding of wild herbs which are edible and nutraceutical (immuno boosting botanicals)
ANCIENT FRUIT ancient varieties of peaches, apples and plums to rediscover",operative innovation,"integration of value-chain in organic agri-food
food security
integration of value-chain between Italy and Africa
carbon farming for CO2 sequestration in soils",CÀ COLONNA,14/09/2014,9 - Low-rate production demonstrated. Capability in place to begin Full Rate Production,501.000 to 1.000.000,English,96_P,TRL 3 – experimental proof of concept,"Ravenna, Emilia-Romagna, Italia","Food, Feed, Flavours, Agriculture, Agtech",,,,,,,,,,,,,https://www.youtube.com/embed/VcjvwJ0fSXQ?start=124&feature=oembed
97,https://platform.bioeconomyventures.eu/resume/ixchel-2dnomwqdon-porto-portugal/,IXCHEL ORGANICS,,97_L,,,,"Producers have difficulty accessing organic inputs and consumers have limited purchasing channels. Ixchel is a digital platform that provides producers with inputs for purchase and consumers with fresh, locally produced and processed products. The producer plants and we sell.
Our target public already recognizes that organic food is healthier. What Ixchel offers the consumer, besides the close relationship with the farmer (which cannot be measured quantitatively), is what we call the Pillars of Intelligent Purchasing: Price, Planning, Time and Variety.
Compared to our main competitors, Ixchel, by eliminating the various intermediaries between the producer and the final consumer, can offer prices on average 20% lower.
Purchase planning: buying at Ixchel is more economical as consumers who shop in physical shops spend twice as much as those who shop online.
We value our customers’ time: consumers who go to physical shops waste, on average, almost 4 days per year shopping because they have to go to many places to get a variety of products.
At Ixchel, we offer over 300 different items.","Research shows that almost 12% of the population in Portugal buys organic products regularly. Our initial target is families (composed of 3 to 6 individuals) living in the metropolitan area of Porto, part of the population that is more adept at the advantages of organic food. Next, the target audience will include the entire population of the metropolitan area of Porto between 25 and 59 years old. Finally, we will reach the entire population of the country in the 25 to 59 age range.","On all purchases processed – through both channels – Ixchel receives 15% of the total transaction value. Our financial estimates show that at the end of the fourth year of operation, Ixchel will have a gross profit of more than €1.2 million. We forecast a market share of 20%, an average ticket price of €45 and operating costs of technology and logistics.",No.,"Yes, it is possible to find marketplaces which sell organic food but none of them offer the sense of closeness between farmer and consumer neither help the farmer to reach the organic inputs market.","We interviewed 71 final consumers and 6 local producers. We asked local consumers their reasons for buying organic, frequency of purchase, preferred locations or channels and for producers how difficult it was to access organic inputs. Through the responses we learned that health is the main motivator for purchase, but also concern for the environment and animal welfare; purchases are made more than once a week; customers want a fast, convenient purchasing process and that the products are reliable. On the producers' side, we learned that there are few outlets for organic inputs in Portugal and prices are high.",IXCHEL ORGANICS,1-Dec-22,1 - Basic manufacturing implications identified,0 - 100.000,"English, Português, Español",,TRL 1 – basic principles observed,"Porto, Portugal","Food, Feed, Flavours",Michel,Cardaretti,Managing Director,https://www.linkedin.com/in/michel-cardaretti-378412/,Ricardo,Terzela,Operations Director,http://linkedin.com/in/ricardo-terzella-34a4442a,Fabiana,Sardinha,Marketing Director,http://linkedin.com/in/fabiana-sardinha-154a6a57,
98,https://platform.bioeconomyventures.eu/resume/humatico-3bt6ybbdcj-elblag-warmian-masurian-voivodeship-82-300-poland/,HUMATICO,,98_L,,,,"Humatico provides technological equipment for processing of organic waste from industrial processes and production of high-quality organic fertilizers – potassium humates, which can completely replace chemical fertilizers. Usage of highly effective humate fertilizers can significantly increase yields and quality of agricultural products. Flexibility of technology allows you to quickly reconfigure production from products for agriculture to industrial and medical products.","Humatico tested its products for 5 years on 900 ha of cultivated land with 3 diﬀerent private agricultural companies. As a result of a pilot project we increased yields by as much as 35%, and completely restored mineral composition of soil. Produced fertilizers are exported to several countries.","We plan 3 revenue streams:
1) B2B direct sales of Humatico reactors to to seed the market and gain brand recognition. The main revenue source during 2023-2024.
2) Licensing/Co-production agreements. Starting from 2024 we plan to license our production lines. This helps to access new markets using established infrastructure of equipment manufacturers.
3) Additionally, we plan to sell supplementary sets of microelements adjusted to particular crop and soil type so that farmers can improve the effectiveness of the farming even further..
Our core technology has already been validated. We are ready to scale up and optimize production of fertilizer, leading to a high margin profitable business starting in 2023. Our 3-5 year proforma estimates our profit margins to be at 60%",National and PCT patent applications. Trademark secret.,"Today Humatico  technology is applied on 3x fertilizer production plants. Our products are available on the market since 2015 and are fully certiﬁed (Ukraine, Azerbaijan, Turkey, Estonia) and tested by independent labs.","In the world there are 570M farms. They use 190M T of mineral fertilizers.
TAM - In the EU there are 10.5M farms. They use 12M T of mineral fertilizers.
SAM - As a result of EU Green deal policy, 25% of farms will have to switch to organic production. This equals to 2.6M farms, using 3M T of mineral fertilizers.
Our primary customers are farmers and producers of agricultural products. These are priority customer groups for us:
a)	Dairy farmers
b)	Poultry farmers
c)	Grain farmers
We have conducted 20+ customer discovery interviews. A majority of the customers complain about:
- high cost of inorganic fertilizers (prices raised 300% since 2020)
- availability of inorganic fertilizers (resellers keep them to speculate on rising prices)
- issues related to processing of agricultural waste (composting and biogas production are not efficient enough). Customer discovery clearly validated the Humatico economic value proposition.",HUMATICO,1-Mar-22,6 - Capability to produce a prototype system or subsystem in a production relevant environment,2.500.000 to 10.000.000,"English, German",98_P,TRL 7 – system prototype demonstration in operational environment,"Elbląg, Warmian-Masurian Voivodeship, 82-300, Poland","Agriculture, Waste valorisation",Katarzyna,Geiger,"CEO, co-founder",https://www.linkedin.com/in/katarzyna-geiger-19b0a643/,,,,,,,,,
99,https://platform.bioeconomyventures.eu/resume/nutriento-dlpbsjeqfi-cluj-romania/,NUTRIENTO,,99_L,,,,"Nutriento is a concept revolving around wellbeing through food linked with healthy habits. The proposed platform is set to offer a simple solution to users looking to adopt or maintain a healthy lifestyle with the help of an AI. The AI indicators are set with the help of a nutritionist that is part of the Nutriento team.
The platform encourages of the use of fresh and locally sourced ingredients that are in season at a given time.
The options are a construct of objectives set by clients- stamina, growth, maintainment. In addition, there is a strong focus on mental health and healthy body.
Nutriento is a result of personal objectives set by the co-founders in terms of healthy eating as the challenge went on, they noticed a number of limited offers in the market.","The platform follows the rule of customisation where the rules are set by the needs of users. Per the research conducted, similar platforms do not offer the solution we propose and we noticed a low retention rate. Our solution comes in play and is up and personal with the user by combining AI and the knowledge of a nutritionist expert. Moreover, it promotes the use of local and seasonal products, thus ensuring the proposal of just what our bodies need and to what we have adapted to for generations.","The proposed solution is the creation of a smart platform that changes the paradigm regarding the way people order takeout. Thus the objective is to develop a matching system between the preferences and specific needs of each user through a culinary profile. The options contained on the platform are not limited by Nutriento but are rather vast, containing options from a number of local restaurants that follow and comply to listing the nutritional values of their products and follow a healthy concept. Through a subscription based model compared to a one order delivery option we manage to optimize costs not only for restaurants as they are better able to plan their production needs and operation costs, but we also contribute to lowering the carbon footprint by optimizing transportation of products to customers. A feedback mechanism will contribute to the constant development and matching between the needs and preferences of the user to the local offer of restaurants.
The overall objective of the proposal is to develop a new product- a web platform that offers a solution to personalize healthy meals that aim to contribute to a healthy lifestyle and reaching set goals of users. The proposal therefore supports the development of synergies for partners that will join the platform, the use of seasonal ingredients, having a lower impact on the environment, growing life expectancy and more.
The objectives that need to be met are:
1.	The identification of necessary technical solutions and processes that ensure the development of the Nutriento platform in a 4 month timeframe
2.	The development of a new product- the Nutriento platform- a 7 month timeframe
3.	Having 100 profiles created by users in order a 5 day subscription to test and validate the concept- a 2 month period timeframe and collect feedback from at least 10% of them
4.	The implementation of a marketing strategy to advertise and endorse the developed platform.
The validation of the need of such a product on the market will be done by:
1.	Enrolling a number of minimum 5 restaurants on the platform
2.	Delivering subscription orders to a number of minimum 20 users
3.	Have a retention rate of at least 50% of users that sign up for a following subscription.
The revenue generated by the platform is described below:
Restaurants: have a 15-25% commission for the products they sell via the platform;
Monthly target: for a minimum of 10 000 lei sold by a restaurant through the platform, the commission will be lower- 15%, and for any sum under 10 000 lei, the commission will reach 25%. This is an incentive mainly offered to restaurants in order to promote the platform in return.
Each restaurant is also paying a tax of 25 lei per week in order to be listed on the platform. This tax is set to mainly cover costs of the technical maintenance of the platform.",–,–,"The concept meets the customer needs in terms of personal goals. It does provide a pre-built menu option that follows the rule of mix and match in accordance to the information users provide.
The proposed platform will be validated by being used at the local level in Cluj-Napoca before its expansion.
Nutriento addresses a sector of customers that are looking to adopt a healthy lifestyle, already lead a healthy lifestyle or are in need of guidance. In addition, the Nutriento platform is built using as many fresh locally sourced ingredients and is focused on a low rate of processed ingredients. By doing so, it encourages the consumption of seasonal foods as well as supporting in return the local farming community, thus contributing to the local economy.",NUTRIENTO,16-Jul-23,6 - Capability to produce a prototype system or subsystem in a production relevant environment,0 - 100.000,English,,TRL 2 – technology concept formulated,"Cluj, România","Food, Feed, Flavours",,,,,,,,,,,,,
100,https://platform.bioeconomyventures.eu/resume/makabi-kvqxnzybq-zagreb-grad-zagreb-hrvatska/,MAKABI AGRITECH,,100_L,https://www.facebook.com/biomicrocapsule,,https://www.linkedin.com/in/marko-vincekovi-5a349154/?original_referer=httpswwwgooglecom&originalSubdomain=hr,"Makabi Agritech Ltd. is a company founded following the winning of the ZICER – Zagreb Innovation Centre’s Startup Factory pre-acceleration program’s final competition in 2018. The MAKABI (Small Capsules for Big Plants) team has been recognized as an innovative, young and interdisciplinary team of scientists developing new technologies using the agro-ecological approach in order to provide plants with nutrition and protection with the goal of reducing the use of agrochemicals in agricultural production and encourage the production of functional, healthy and quality food.",MAKABI - Small capsules for big/healthy plants and functional food production,"Makabi Agritech’s initial financial plan is based on the funds gained from winning ZICER- Zagreb Innovation Centre’s Startup Factory pre-acceleration program (160.000,00 HRK) as well as the EIT Climate-KIC Accelerator (EUR 15.000,00), Horizon 2020 project. Additional funding is expected from collaboration with partners as well as sales.","Currently, we are in the patent applications process.","Encapsulation technology is widely used in different areas from agriculture, food processing, cosmetics and medicine. Our difference is in the types of ingredients that we formulated into the formulations with 3in1 effects (plant protection, plant nutrition and tome release mechanism).",A detailed market analysis was carried out via several channels in order to obtain clear information that will aid in establishing the Makabi Agritech development and market positioning.,MAKABI AGRITECH,16-Jul-23,4 - Capability to produce the technology in a laboratory environment,1.000.000 to 2.500.000,English,100_P,TRL 6 – technology demonstrated in relevant environment (industrially relevant environment in the case of key enabling technologies),"Zagreb, Grad Zagreb, Hrvatska",Agriculture,,,,,,,,,,,,,https://www.youtube.com/embed/WGx4MZwxwGw?start=28&feature=oembed
101,https://platform.bioeconomyventures.eu/resume/nova-vth0rqeiv-london-greater-london-england-united-kingdom/,NOVA EXTRACTION LTD,,101_L,,,,"UK-based engineering company with a speciality in high-pressure processing. We are currently working on a developed technological platform for the sustainable extraction of natural ingredients from a wide range of biomass. We are 100% owned by founders, a revenue-generating company, ready to grow. This project is at its TRL8 and prepared for growth Series A round of £3.5M
We also develop two side projects: lignin valorisation with 60% conversion rate producing mono- and oligomers (including vanillin); and biodiesel synthesis with 95% conversion rate, without a catalyst and with &lt;0.2% glycerol composition. These two projects require seed rounds of £1.5M each.
Below we only cover our most developed technology, sustainable extraction process for flavour, fragrance, bioactive, pigments etc.",We are the world's only provider of this sustainable extraction technology with the ability to deliver it in a decentralised manner as a turn-key service. It opens up completely new markets in geographical regions that did not have access to this technology in the past.,"The current revenue-generating business model is ""equipment for sale"".
Intended revenue generation (90%) will come from the new business model ""extraction as a service""",IP audit and freedom to operate reviews had been completed. Patentable claims have been identified but have not been filed yet.,"Yes, 5 completed projects (including 100 ton/year production plant). 2 commercially sold.","The natural ingredients market is actively moving away from using petrochemical solvents like hexane. Hexane is flammable, toxic for humans and the environment and is derived from crude oil. The only sustainable alternative is food grade carbon dioxide, which, when compressed acts exactly like hexane. We call this process CO2 extraction. We tailor to flavour and fragrance market; hemp and cannabis market; algae and food processing waste markets. However there is interest from other areas, for example, we were approached to design and build a 5,000 tonnes a year processing plant for paprika, to isolate its pigment.",NOVA EXTRACTION LTD,16-Jul-23,9 - Low-rate production demonstrated. Capability in place to begin Full Rate Production,2.500.000 to 10.000.000,English,101_P,TRL 9 – actual system proven in operational environment (competitive manufacturing in the case of key enabling technologies; or in space),"London, Greater London, England, United Kingdom","Agtech, Bioenergy & Biofuels, Biotech, Food, Feed, Flavours, Forestry, Pulp, Paper, Fragrances, Cosmetics, Personal Care, Hemp, Cannabis, CBD, Waste valorisation",Alexander,Novitskiy,CEO and co-founder,https://www.linkedin.com/in/anovitskiy/,Sergey,Soshin,CTO and co-founder,https://www.linkedin.com/company/11277074/,Hugo,Bovill,F&amp;F advisor,https://www.linkedin.com/in/ajowan/,
102,https://platform.bioeconomyventures.eu/resume/biomede-6fdnkqyb-ecully-lyon-metropole-de-lyon-circonscription-departementale-du-rhone-auvergne-rhone-alpes-france-metropolitaine-69130-france/,BIOMEDE,,102_L,https://www.facebook.com/BI0MEDE,,https://www.linkedin.com/company/biomede/,"BIOMEDE is a company specialising in soil remediation using plants (phytoremediation).
We diagnose vineyard, agricultural or urban soils and propose natural decontamination solutions using adapted phytoextracting plants. The ultimate phase, which includes the valorisation of the biomass we produce and the extraction of the metals, is still in the R&amp;D process.","The problems linked to metallic trace elements are widely present in the agricultural sector, and no solution has yet been found. Phytoremediation is an environmentally friendly solution that allows for the natural extraction of pollutants from the soil.","The business model is built around phytoremediation support, with remuneration for each stage. The offer can be adapted according to the client and the project. The stages are as follows: soil diagnosis, choice of species and project design, sowing and monitoring the development of the cover, mowing and extraction of the plants, and plants valorisation.","- Patent: PHYTOEXTRACTION COMPOSITION AND ITS USE IN THE EXTRACTION OF AT LEAST ONE HEAVY METAL PRESENT IN A SOIL
Filing date: 04/10/2019
Link to the publication: General presentation - European Patent Register (epo.org)
Geographical areas covered: one application in France (FR1911013A), one application Europe, India, China (WO2021064143A1)","The planting of plant-extracting cover crops has already been carried out on many vineyard plots, as well as in cities (Paris, Lyon, Bordeaux). For the time being, tests have been carried out on the use of the plants harvested.","Soil pollution with heavy metals is a major issue for agriculture as it affects the environment (impacts on biodiversity and soil fertility), the economy (lower yields and product quality) and health. We propose an innovative method of soil diagnosis and natural decontamination using plants to all farmers or winegrowers concerned about the quality of their soil, as well as to the actors of urban projects. We then want to reintegrate the extracted metals into the relevant sectors.",BIOMEDE,16-Jul-23,2 - Manufacturing concepts identified,1.000.000 to 2.500.000,"English, Français, Español",102_P,TRL 2 – technology concept formulated,"Écully, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69130, France","Agriculture, Waste valorisation",,,,,,,,,,,,,https://www.youtube.com/embed/5lPHtzeCUC8?feature=oembed
103,https://platform.bioeconomyventures.eu/resume/verdantips-sdqxku5b-barcelona-catalonia-spain/,VERDANTIPS,,103_L,,,,"Verdantips is the platform that makes consuming sustainably clear, fun, and effortless. We aggregate businesses, organizations, and projects that have environmental, social, or personal sustainability as part of their core values in one digital platform (web and mobile app), so that our users can easily opt for products and services that are less harmful to the planet, participate in social causes that resonate with them, and make sustainable choices for their own health and well-being. Businesses can easily attract new customers by showcasing their sustainability efforts on our platform.","Verdantips is the first company with the vision of becoming a location-based, global sustainability hub with everything a user needs to live sustainably in their city. We provide a superior user experience than our competitors as we take a holistic approach to sustainability, offer a digital and physical community, and make it quick and easy for our users to find products &amp; services that align with their values.","Currently, businesses can add a listing for free, and soon, through our premium subscription options, can further customize their profile, advertise to targeted users, receive business insights on eco-consumerism and more.
The app is free for users although in the future they can opt for premium subscription options in which they can unlock more features, enjoy an ad-free experience, receive eco-gifts and discounts, and access workshops, events and more.",No,Yes,"85% of consumers want to spend their money on sustainable brands. 45% of young adults fear for the future of the planet. People want to consume more consciously, yet encounter obstacles, from lack of transparency into businesses’ practices, to time/research required to understand what is sustainable, and feelings of futility- others don’t care, the planet is doomed, why bother? So they don't take action, and feel guilty, anxious, and frustrated.",VERDANTIPS,17-Feb-22,10 - Full rate production demonstrated and lean production practices in place,101.000 to 250.000,"English, Español",,TRL 7 – system prototype demonstration in operational environment,"Barcelona, Catalonia, Spain","Food, Feed, Flavours, Others",,,,,,,,,,,,,
